Fecha,PIB,L_PIB,D_L_PIB,PET,L_PET,D_L_PET,EMBI,L_EMBI,D_L_EMBI,CRED,L_CRED,D_L_CRED
2010-06-30,15399.26,9.642074735299136,0.021314218377957772,100.56,4.610754564281992,0.01502883712189984,676.0,6.516193076042964,-0.046251017650755344,7960.85,8.98229105705703,-0.010243989887547045
2010-09-30,15337.15,9.638033268872888,-0.004041466426247808,89.87,4.498364181670282,-0.11239038261170986,640.0,6.461468176353717,-0.054724899689246875,8454.64,9.042470682070194,0.06017962501316454
2010-12-31,15288.45,9.634852920337776,-0.0031803485351122873,89.71,4.496582245571192,-0.0017819360990900535,843.0,6.736966958001855,0.275498781648138,8707.06,9.071889469812108,0.029418787741914088
2011-03-31,15444.88,9.645032835817805,0.010179915480028612,79.53,4.376134308969044,-0.12044793660214825,845.0,6.739336627357174,0.002369669355318571,8663.23,9.066842911231804,-0.005046558580303895
2011-06-30,15864.88,9.671863140168961,0.026830304351156187,66.77,4.201253877869777,-0.17488043109926643,1071.0,6.976348070447749,0.23701144309057476,9080.75,9.113912067303163,0.047069156071358975
2011-09-30,15956.88,9.677645363171584,0.005782223002622544,64.08,4.160132302760104,-0.04112157510967318,1063.0,6.968850378341948,-0.007497692105800979,9271.64,9.134715557691184,0.020803490388020762
2011-12-31,15655.12,9.658553299013786,-0.01909206415779785,63.0,4.143134726391533,-0.016997576368571465,1353.0,7.210079628170788,0.24122924982883998,9241.41,9.131449750396527,-0.003265807294656753
2012-03-31,15889.58,9.673418827463376,0.014865528449590215,49.6,3.903990833730882,-0.23914389266065061,1240.0,7.122866658599083,-0.08721296957170477,9751.56,9.185182551193257,0.05373280079673037
2012-06-30,16461.38,9.708772310327896,0.03535348286452056,54.05,3.9899095440852173,0.08591871035433529,1325.0,7.1891677384203225,0.06630107982123956,10002.16,9.210556348651542,0.025373797458284386
2012-09-30,16130.49,9.688466548835157,-0.02030576149273955,31.9,3.462606009790799,-0.5273035342944183,1432.0,7.266827347520591,0.07765960910026859,10316.61,9.241510496699338,0.030954148047795726
2012-12-31,15950.14,9.677222885603936,-0.01124366323122139,50.33,3.9186013207882686,0.4559953109974697,1252.0,7.132497551660044,-0.13432979586054739,10520.76,9.261105727028283,0.019595230328945945
2013-03-31,16476.29,9.709677656760622,0.03245477115668649,50.21,3.916214210046614,-0.002387110741654652,1321.0,7.186144304522325,0.05364675286228149,10244.47,9.234493326782362,-0.02661240024592182
2013-06-30,16573.01,9.71553074751442,0.005853090753797474,53.81,3.9854593235013285,0.06924511345471451,1334.0,7.195937226475569,0.00979292195324355,10542.43,9.263163345807351,0.028670019024989557
2013-09-30,16421.26,9.706332115750572,-0.009198631763847942,62.73,4.138839802108651,0.15338047860732296,1008.0,6.915723448631314,-0.2802137778442546,11043.01,9.309552927597748,0.04638958179039676
2013-12-31,16415.66,9.705991036255035,-0.0003410794955360785,60.06,4.095344062555184,-0.043495739553467416,1048.0,6.954638864880987,0.03891541624967321,11252.76,9.328368710876598,0.018815783278849807
2014-03-31,16768.08,9.727232358101753,0.02124132184671801,76.63,4.3389886449823125,0.2436445824271285,951.0,6.85751406254539,-0.09712480233559706,11463.01,9.34688060848661,0.018511897610011374
2014-06-30,17387.14,9.763486131488241,0.03625377338648761,86.48,4.4599131733309525,0.12092452834863998,900.0,6.802394763324311,-0.05511929922107939,12340.55,9.420645866968574,0.07376525848196458
2014-09-30,17023.8,9.742367643952061,-0.021118487536179842,97.61,4.580979947186874,0.12106677385592146,665.0,6.499787040655854,-0.3026077226684567,11894.18,9.383804483832874,-0.03684138313569996
2014-12-31,16768.15,9.727236532691444,-0.015131111260616947,91.19,4.512945241945574,-0.06803470524129995,611.0,6.415096959171596,-0.0846900814842586,12217.11,9.410592707210624,0.026788223377749887
2015-03-31,17619.85,9.776781386400586,0.049544853709141634,90.96,4.510419849442281,-0.002525392503293311,742.0,6.60934924316738,0.19425228399578476,12390.8,9.424709540738913,0.014116833528289519
2015-06-30,17786.13,9.786174219052405,0.00939283265181956,91.27,4.513822146528786,0.0034022970865050794,740.0,6.606650186198215,-0.00269905696916517,12540.28,9.436701142486278,0.01199160174736491
2015-09-30,17650.13,9.778498427773412,-0.007675791278993316,94.8,4.551769409260976,0.03794726273219062,784.0,6.664409020350408,0.057758834152192406,12556.95,9.43802957613824,0.001328433651961447
2015-12-31,17246.29,9.755352326864339,-0.023146100909073652,86.34,4.458292990127331,-0.09347641913364502,865.0,6.762729506931879,0.0983204865814713,12981.79,9.471302885218547,0.033273309080307456
2016-03-31,17798.34,9.786860473504372,0.031508146640033985,75.08,4.3185542117183084,-0.13973877840902293,876.0,6.775366090936392,0.01263658400451284,12885.43,9.463852494667773,-0.007450390550774344
2016-06-30,18316.64,9.815565215293626,0.02870474178925342,72.57,4.284551613290046,-0.03400259842826259,1052.0,6.9584483932976555,0.18308230236126377,13202.64,9.488172088577128,0.024319593909355675
2016-09-30,17947.35,9.795197750705725,-0.02036746458790084,62.76,4.139317927864832,-0.14523368542521364,1160.0,7.05617528410041,0.09772689080275487,13362.93,9.500239734422658,0.012067645845529995
2016-12-31,17996.35,9.79792423853833,0.0027264878326054287,60.15,4.096841442420688,-0.042476485444144174,1172.0,7.066466970136958,0.010291686036547176,13686.37,9.524155726073207,0.023915991650548918
2017-03-31,18269.9,9.813010175903324,0.01508593736499364,46.26,3.8342776568032932,-0.2625637856173948,1452.0,7.280697195384741,0.21423022524778368,14342.93,9.571012416852826,0.046856690779618404
2017-06-30,18736.25,9.838215429044805,0.02520525314148081,44.59,3.7975096186393853,-0.036768038163907946,1388.0,7.23561914106675,-0.04507805431799117,13716.55,9.526358411933133,-0.044654004919692625
2017-09-30,18509.74,9.826052359007518,-0.012163070037287227,43.04,3.762129915853529,-0.03537970278585645,1271.0,7.147559271189454,-0.08805986987729586,14437.25,9.577566951096909,0.05120853916377577
2017-12-31,18697.84,9.836163288149722,0.010110929142204128,38.91,3.661251286996462,-0.10087862885706667,1403.0,7.246368080102461,0.09880880891300681,14187.46,9.560113754836523,-0.01745319626038544
2018-03-31,18837.98,9.843630323698369,0.007467035548646805,51.26,3.936910720935925,0.2756594339394627,1225.0,7.110696122978827,-0.135671957123634,14625.61,9.590529380631954,0.03041562579543111
2018-06-30,19101.34,9.857513768641892,0.01388344494352367,56.61,4.036185648048568,0.09927492711264341,1292.0,7.163946684342547,0.053250561363720195,15147.79,9.625609925709323,0.0350805450773688
2018-09-30,19203.38,9.862841584189024,0.005327815547131465,62.3,4.131961425793407,0.09577577774483892,1229.0,7.113956109566034,-0.04999057477651281,15152.86,9.625944571998913,0.0003346462895894575
2018-12-31,18716.87,9.83718053519726,-0.025661048991763025,68.83,4.231639696410273,0.09967827061686574,968.0,6.875232087276577,-0.23872402228945777,15134.45,9.624728881185344,-0.0012156908135683153
2019-03-31,19351.33,9.870516429945994,0.033335894748733,70.65,4.257738109130536,0.026098412720263475,1007.0,6.914730892718563,0.03949880544198603,15416.94,9.64322218384502,0.018493302659676303
2019-06-30,19446.05,9.87539924358917,0.00488281364317622,82.59,4.413888607822626,0.15615049869208963,870.0,6.76849321164863,-0.14623768106993307,15905.92,9.674446645955834,0.031224462110813533
2019-09-30,19360.77,9.871004132766927,-0.004395110822242643,88.51,4.483115539980786,0.06922693215816,829.0,6.720220155135295,-0.04827305651333447,15833.93,9.669910384855116,-0.004536261100717809
2019-12-31,19409.53,9.873519461547371,0.002515328780443582,89.77,4.497250843768597,0.01413530378781136,868.0,6.7661917146603505,0.04597155952505538,16233.29,9.694819350994491,0.024908966139374655
2020-03-31,17710.77,9.781928208092596,-0.0915912534547747,59.19,4.080752608702634,-0.41649823506596384,3680.0,8.210668031162976,1.4444763165026258,16409.11,9.705591947390928,0.01077259639643735
2020-06-30,18045.71,9.800663262382098,0.018735054289502173,60.8,4.107589788972121,0.02683718026948778,3656.0,8.204124932574041,-0.006543098588934981,16479.68,9.709883385799213,0.004291438408284165
2020-09-30,17822.65,9.788225399284043,-0.012437863098055502,99.66,4.601764392853259,0.4941746038811372,3692.0,8.213923595622743,0.009798663048702139,17248.79,9.755497275071699,0.04561388927248622
2020-12-31,17614.83,9.77649643986303,-0.011728959421013485,85.57,4.449334754429963,-0.15242963842329527,772.0,6.648984550024776,-1.564939045597967,17156.78,9.750148709746652,-0.005348565325046906
2021-03-31,20058.22,9.906394323780246,0.12989788391721646,79.01,4.369574426734642,-0.07976032769532093,924.0,6.828712071641684,0.17972752161690764,16834.97,9.731213549591805,-0.018935160154846642
2021-06-30,20592.02,9.932658901086407,0.026264577306161385,69.63,4.2431955089544555,-0.12637891778018684,1061.0,6.966967138613983,0.13825506697229883,17487.29,9.769229610324079,0.03801606073227326
2021-09-30,20450.9,9.925782170282497,-0.006876730803909936,52.68,3.9642358768750805,-0.278959632079375,1158.0,7.05444965813294,0.08748251951895725,17527.64,9.77153434249752,0.0023047321734406268
2021-12-31,20498.57,9.928110406595868,0.0023282363133709794,55.17,4.01041932728434,0.04618345040925931,1295.0,7.166265974133638,0.11181631600069775,18040.49,9.800373955110265,0.028839612612745924
